id;magnitude;type;Columna1;date;time;updated;url;detailUrl;felt;cdi;mmi;alert;status;tsunami;sig;net;code;ids;sources;types;nst;dmin;rms;gap;magType;geometryType;depth;latitude;longitude;place;distanceKM;placeOnly;location;continent;country;locality;what3words;timezone;locationDetails
us6000nprk;31;earthquake;M 3.1 - 9 km ENE of Goldfield, Nevada;04-09-2024 21:31;1,72549E+12;1,72549E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us6000nprk;https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000nprk.geojson;0;0;3;green;reviewed;0;148;us;6000nprk;,us6000nprk,;,us,;,origin,phase-data,shakemap,;10;453;67;124;ml;Point;5;37743;-117134;9 km ENE of Goldfield, Nevada;9;ENE of Goldfield, Nevada;Goldfield, Nevada;North America;United States of America (the);Ralston Valley;wraparound.registers.headphones;-420;"[{'id': '9', 'wikidataId': 'Q49', 'name': 'North America', 'description': ""continent on the Earth's northwestern quadrant"", 'geonameId': '6255149', 'adminLevel': '0'}, {'id': '87146', 'wikidataId': '', 'name': 'America/Los_Angeles', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '2803', 'wikidataId': '', 'name': 'Ralston Valley', 'description': 'desert', 'geonameId': '0', 'adminLevel': '0'}, {'id': '90422', 'wikidataId': '', 'name': '32-023-94701', 'description': 'FIPS code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86034', 'wikidataId': 'Q30', 'name': 'United States of America (the)', 'description': 'country in North America', 'geonameId': '6252001', 'adminLevel': '2'}, {'id': '3', 'wikidataId': 'Q1227', 'name': 'Nevada', 'description': 'state of the United States of America', 'geonameId': '5509151', 'adminLevel': '4'}, {'id': '177', 'wikidataId': 'Q484418', 'name': 'Nye County', 'description': 'county in Nevada, United States', 'geonameId': '5509519', 'adminLevel': '6'}]"
us6000nprj;3;earthquake;M 3.0 - 16 km ENE of Goldfield, Nevada;04-09-2024 21:30;1,72549E+12;1,72549E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us6000nprj;https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000nprj.geojson;0;0;3;green;reviewed;0;138;us;6000nprj;,us6000nprj,;,us,;,origin,phase-data,shakemap,;32;5;69;38;ml;Point;5;377769;-117067;16 km ENE of Goldfield, Nevada;16;ENE of Goldfield, Nevada;Goldfield, Nevada;North America;United States of America (the);Yucca Flat;warping.mystery.fiesta;-420;"[{'id': '2803', 'wikidataId': '', 'name': 'Ralston Valley', 'description': 'desert', 'geonameId': '0', 'adminLevel': '0'}, {'id': '9', 'wikidataId': 'Q49', 'name': 'North America', 'description': ""continent on the Earth's northwestern quadrant"", 'geonameId': '6255149', 'adminLevel': '0'}, {'id': '87146', 'wikidataId': '', 'name': 'America/Los_Angeles', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '88407', 'wikidataId': 'Q49612839', 'name': 'Yucca Flat', 'description': '', 'geonameId': '0', 'adminLevel': '0'}, {'id': '89161', 'wikidataId': '', 'name': '32-023-94938', 'description': 'FIPS code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86034', 'wikidataId': 'Q30', 'name': 'United States of America (the)', 'description': 'country in North America', 'geonameId': '6252001', 'adminLevel': '2'}, {'id': '3', 'wikidataId': 'Q1227', 'name': 'Nevada', 'description': 'state of the United States of America', 'geonameId': '5509151', 'adminLevel': '4'}, {'id': '177', 'wikidataId': 'Q484418', 'name': 'Nye County', 'description': 'county in Nevada, United States', 'geonameId': '5509519', 'adminLevel': '6'}]"
nc75056881;346;earthquake;M 3.5 - 14 km WNW of Round Valley, CA;03-09-2024 12:11;1,72537E+12;1,72543E+12;https://earthquake.usgs.gov/earthquakes/eventpage/nc75056881;https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75056881.geojson;11;3;3;green;reviewed;0;187;nc;75056881;,nc75056881,us6000nph1,;,nc,us,;,dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,;34;1385;7;64;ml;Point;943;37432;-118758;14 km WNW of Round Valley, CA;14;WNW of Round Valley, CA;Round Valley, CA;North America;United States of America (the);Bishop;shady.mumbled.sorters;-420;"[{'id': '87527', 'wikidataId': '', 'name': 'Sierra', 'description': '', 'geonameId': '12523075', 'adminLevel': '0'}, {'id': '176', 'wikidataId': 'Q1671852', 'name': 'Inyo National Forest', 'description': '', 'geonameId': '5506084', 'adminLevel': '0'}, {'id': '529', 'wikidataId': '', 'name': '93514', 'description': 'postal code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '9', 'wikidataId': 'Q49', 'name': 'North America', 'description': ""continent on the Earth's northwestern quadrant"", 'geonameId': '6255149', 'adminLevel': '0'}, {'id': '89195', 'wikidataId': '', 'name': '06-027-90250', 'description': 'FIPS code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87146', 'wikidataId': '', 'name': 'America/Los_Angeles', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '245', 'wikidataId': 'Q1701164', 'name': 'John Muir Wilderness', 'description': 'mountainous wilderness area in California, USA', 'geonameId': '0', 'adminLevel': '0'}, {'id': '96632', 'wikidataId': 'Q1066807', 'name': 'Northern California', 'description': 'region of California, United States', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86034', 'wikidataId': 'Q30', 'name': 'United States of America (the)', 'description': 'country in North America', 'geonameId': '6252001', 'adminLevel': '2'}, {'id': '46', 'wikidataId': 'Q99', 'name': 'California', 'description': 'state of the United States of America', 'geonameId': '5332921', 'adminLevel': '4'}, {'id': '88', 'wikidataId': 'Q109670', 'name': 'Inyo County', 'description': 'county in California, United States', 'geonameId': '5359604', 'adminLevel': '6'}, {'id': '8189', 'wikidataId': 'Q852658', 'name': 'Bishop', 'description': 'city in Inyo County, California, United States', 'geonameId': '5328808', 'adminLevel': '8'}]"
ci40722367;314;earthquake;M 3.1 - 21 km W of Rancho Palos Verdes, CA;02-09-2024 11:34;1,72528E+12;1,72567E+12;https://earthquake.usgs.gov/earthquakes/eventpage/ci40722367;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40722367&format=geojson;5;3;2;green;reviewed;0;153;ci;40722367;,ci40722367,us6000np8x,;,ci,us,;,dyfi,nearby-cities,origin,phase-data,scitech-link,shakemap,;89;1739;37;138;ml;Point;-11;337102;-118628;21 km W of Rancho Palos Verdes, CA;21;W of Rancho Palos Verdes, CA;Rancho Palos Verdes, CA;North America;United States of America (the);America/Los_Angeles;offseasons.inconstant.metalworkers;-420;[{'id': '87146', 'wikidataId': '', 'name': 'America/Los_Angeles', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86035', 'wikidataId': 'Q12353254', 'name': 'Pacific Ocean', 'description': 'northern part of the Pacific Ocean', 'geonameId': '4030875', 'adminLevel': '0'}, {'id': '86034', 'wikidataId': 'Q30', 'name': 'United States of America (the)', 'description': 'country in North America', 'geonameId': '6252001', 'adminLevel': '2'}]
nc75056036;34;earthquake;M 3.4 - 7 km NNW of Dixon Lane-Meadow Creek, CA;01-09-2024 11:01;1,72519E+12;1,7261E+12;https://earthquake.usgs.gov/earthquakes/eventpage/nc75056036;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75056036&format=geojson;71;3;4;green;reviewed;0;198;nc;75056036;,nc75056036,nn00883621,us6000np1v,;,nc,nn,us,;,dyfi,focal-mechanism,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,;35;2849;5;64;mw;Point;336;374332;-118469;7 km NNW of Dixon Lane-Meadow Creek, CA;7;NNW of Dixon Lane-Meadow Creek, CA;Dixon Lane-Meadow Creek, CA;North America;United States of America (the);Bishop;arise.engaging.calling;-420;"[{'id': '529', 'wikidataId': '', 'name': '93514', 'description': 'postal code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '89195', 'wikidataId': '', 'name': '06-027-90250', 'description': 'FIPS code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '1734', 'wikidataId': '', 'name': 'Volcanic Tablelands Wilderness Study Area', 'description': 'protected area', 'geonameId': '0', 'adminLevel': '0'}, {'id': '9', 'wikidataId': 'Q49', 'name': 'North America', 'description': ""continent on the Earth's northwestern quadrant"", 'geonameId': '6255149', 'adminLevel': '0'}, {'id': '87146', 'wikidataId': '', 'name': 'America/Los_Angeles', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '96632', 'wikidataId': 'Q1066807', 'name': 'Northern California', 'description': 'region of California, United States', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86034', 'wikidataId': 'Q30', 'name': 'United States of America (the)', 'description': 'country in North America', 'geonameId': '6252001', 'adminLevel': '2'}, {'id': '46', 'wikidataId': 'Q99', 'name': 'California', 'description': 'state of the United States of America', 'geonameId': '5332921', 'adminLevel': '4'}, {'id': '88', 'wikidataId': 'Q109670', 'name': 'Inyo County', 'description': 'county in California, United States', 'geonameId': '5359604', 'adminLevel': '6'}, {'id': '8189', 'wikidataId': 'Q852658', 'name': 'Bishop', 'description': 'city in Inyo County, California, United States', 'geonameId': '5328808', 'adminLevel': '8'}]"
us6000np16;35;earthquake;M 3.5 - 31 km NE of Seeley Lake, Montana;01-09-2024 8:47;1,72518E+12;1,72528E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us6000np16;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000np16&format=geojson;4;3;3;green;reviewed;0;190;us;6000np16;,us6000np16,mb90060503,;,us,mb,;,dyfi,origin,phase-data,shakemap,;34;441;43;52;ml;Point;23624;473504;-11316;31 km NE of Seeley Lake, Montana;31;NE of Seeley Lake, Montana;Seeley Lake, Montana;North America;United States of America (the);Helmville;detonator.thumbs.humans;-360;"[{'id': '89148', 'wikidataId': '', 'name': '30-077-91743', 'description': 'FIPS code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '3734', 'wikidataId': '', 'name': '59854', 'description': 'postal code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '9', 'wikidataId': 'Q49', 'name': 'North America', 'description': ""continent on the Earth's northwestern quadrant"", 'geonameId': '6255149', 'adminLevel': '0'}, {'id': '872', 'wikidataId': 'Q4933268', 'name': 'Bob Marshall Wilderness', 'description': 'Congressionally designated wilderness area in Western Montana, named for Bob Marshall', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87162', 'wikidataId': '', 'name': 'America/Denver', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '2171', 'wikidataId': 'Q1427349', 'name': 'Flathead National Forest', 'description': '', 'geonameId': '5652383', 'adminLevel': '0'}, {'id': '88235', 'wikidataId': 'Q17379965', 'name': 'Helmville', 'description': 'human settlement in United States of America', 'geonameId': '5656997', 'adminLevel': '0'}, {'id': '86034', 'wikidataId': 'Q30', 'name': 'United States of America (the)', 'description': 'country in North America', 'geonameId': '6252001', 'adminLevel': '2'}, {'id': '616', 'wikidataId': 'Q1212', 'name': 'Montana', 'description': 'state of the United States of America', 'geonameId': '5667009', 'adminLevel': '4'}, {'id': '714', 'wikidataId': 'Q496602', 'name': 'Powell County', 'description': 'county in Montana, United States', 'geonameId': '5672344', 'adminLevel': '6'}]"
us6000nnuf;36;earthquake;M 3.6 - 58 km S of Whites City, New Mexico;31-08-2024 7:56;1,72509E+12;1,72509E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us6000nnuf;https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000nnuf.geojson;0;0;4;green;reviewed;0;199;us;6000nnuf;,us6000nnuf,;,us,;,origin,phase-data,shakemap,;54;14;56;54;ml;Point;9194;316465;-104339;58 km S of Whites City, New Mexico;58;S of Whites City, New Mexico;Whites City, New Mexico;North America;United States of America (the);Van Horn;disputes.penniless.unwind;-300;"[{'id': '9', 'wikidataId': 'Q49', 'name': 'North America', 'description': ""continent on the Earth's northwestern quadrant"", 'geonameId': '6255149', 'adminLevel': '0'}, {'id': '87153', 'wikidataId': '', 'name': 'America/Chicago', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '89129', 'wikidataId': '', 'name': '48-109-94015', 'description': 'FIPS code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86034', 'wikidataId': 'Q30', 'name': 'United States of America (the)', 'description': 'country in North America', 'geonameId': '6252001', 'adminLevel': '2'}, {'id': '161', 'wikidataId': 'Q1439', 'name': 'Texas', 'description': 'State in the southern United States', 'geonameId': '4736286', 'adminLevel': '4'}, {'id': '162', 'wikidataId': 'Q108607', 'name': 'Culberson County', 'description': 'county in Texas, United States', 'geonameId': '5519788', 'adminLevel': '6'}, {'id': '87565', 'wikidataId': 'Q976246', 'name': 'Van Horn', 'description': 'town in and the seat of Culberson County, Texas, United States', 'geonameId': '5532924', 'adminLevel': '8'}]"
tx2024rcoz;33;earthquake;M 3.3 - 56 km S of Whites City, New Mexico;31-08-2024 7:56;1,72509E+12;1,72547E+12;https://earthquake.usgs.gov/earthquakes/eventpage/tx2024rcoz;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024rcoz&format=geojson;0;0;4;green;reviewed;0;168;tx;2024rcoz;,us6000nnuf,tx2024rcoz,;,us,tx,;,moment-tensor,origin,phase-data,shakemap,;34;1;2;69;ml;Point;60999;31663;-10437;56 km S of Whites City, New Mexico;56;S of Whites City, New Mexico;Whites City, New Mexico;North America;United States of America (the);Van Horn;works.saxophone.tomb;-300;"[{'id': '9', 'wikidataId': 'Q49', 'name': 'North America', 'description': ""continent on the Earth's northwestern quadrant"", 'geonameId': '6255149', 'adminLevel': '0'}, {'id': '87153', 'wikidataId': '', 'name': 'America/Chicago', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '89129', 'wikidataId': '', 'name': '48-109-94015', 'description': 'FIPS code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86034', 'wikidataId': 'Q30', 'name': 'United States of America (the)', 'description': 'country in North America', 'geonameId': '6252001', 'adminLevel': '2'}, {'id': '161', 'wikidataId': 'Q1439', 'name': 'Texas', 'description': 'State in the southern United States', 'geonameId': '4736286', 'adminLevel': '4'}, {'id': '162', 'wikidataId': 'Q108607', 'name': 'Culberson County', 'description': 'county in Texas, United States', 'geonameId': '5519788', 'adminLevel': '6'}, {'id': '87565', 'wikidataId': 'Q976246', 'name': 'Van Horn', 'description': 'town in and the seat of Culberson County, Texas, United States', 'geonameId': '5532924', 'adminLevel': '8'}]"
tx2024qyag;39;earthquake;M 3.9 - 56 km S of Whites City, New Mexico;28-08-2024 19:57;1,72488E+12;1,72496E+12;https://earthquake.usgs.gov/earthquakes/eventpage/tx2024qyag;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024qyag&format=geojson;0;0;4;green;reviewed;0;234;tx;2024qyag;,us6000nnb9,tx2024qyag,;,us,tx,;,moment-tensor,origin,phase-data,shakemap,;32;1;2;57;ml;Point;67664;31663;-104363;56 km S of Whites City, New Mexico;56;S of Whites City, New Mexico;Whites City, New Mexico;North America;United States of America (the);Van Horn;owls.mystic.laterally;-300;"[{'id': '9', 'wikidataId': 'Q49', 'name': 'North America', 'description': ""continent on the Earth's northwestern quadrant"", 'geonameId': '6255149', 'adminLevel': '0'}, {'id': '87153', 'wikidataId': '', 'name': 'America/Chicago', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '89129', 'wikidataId': '', 'name': '48-109-94015', 'description': 'FIPS code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86034', 'wikidataId': 'Q30', 'name': 'United States of America (the)', 'description': 'country in North America', 'geonameId': '6252001', 'adminLevel': '2'}, {'id': '161', 'wikidataId': 'Q1439', 'name': 'Texas', 'description': 'State in the southern United States', 'geonameId': '4736286', 'adminLevel': '4'}, {'id': '162', 'wikidataId': 'Q108607', 'name': 'Culberson County', 'description': 'county in Texas, United States', 'geonameId': '5519788', 'adminLevel': '6'}, {'id': '87565', 'wikidataId': 'Q976246', 'name': 'Van Horn', 'description': 'town in and the seat of Culberson County, Texas, United States', 'geonameId': '5532924', 'adminLevel': '8'}]"
ci40717127;331;earthquake;M 3.3 - 7 km S of Idyllwild, CA;28-08-2024 12:43;1,72485E+12;1,72538E+12;https://earthquake.usgs.gov/earthquakes/eventpage/ci40717127;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40717127&format=geojson;298;3;3;green;reviewed;0;267;ci;40717127;,ci40717127,us6000nn7b,;,ci,us,;,dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,;129;3591;2;14;ml;Point;1585;336755;-116723;7 km S of Idyllwild, CA;7;S of Idyllwild, CA;Idyllwild, CA;North America;United States of America (the);Idyllwild;upcoming.operation.shale;-420;"[{'id': '89082', 'wikidataId': '', 'name': '06-065-91370', 'description': 'FIPS code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '54', 'wikidataId': 'Q7413436', 'name': 'San Bernardino National Forest', 'description': '', 'geonameId': '5391736', 'adminLevel': '0'}, {'id': '9', 'wikidataId': 'Q49', 'name': 'North America', 'description': ""continent on the Earth's northwestern quadrant"", 'geonameId': '6255149', 'adminLevel': '0'}, {'id': '55', 'wikidataId': '', 'name': '92561', 'description': 'postal code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87146', 'wikidataId': '', 'name': 'America/Los_Angeles', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '301', 'wikidataId': '', 'name': 'South Fork San Jacinto Wilderness', 'description': 'protected area', 'geonameId': '0', 'adminLevel': '0'}, {'id': '93478', 'wikidataId': 'Q844837', 'name': 'Southern California', 'description': 'American geographic and cultural region', 'geonameId': '0', 'adminLevel': '0'}, {'id': '87520', 'wikidataId': 'Q49354339', 'name': 'Idyllwild', 'description': 'human settlement in Riverside County, California, United States of America', 'geonameId': '12523047', 'adminLevel': '0'}, {'id': '86034', 'wikidataId': 'Q30', 'name': 'United States of America (the)', 'description': 'country in North America', 'geonameId': '6252001', 'adminLevel': '2'}, {'id': '46', 'wikidataId': 'Q99', 'name': 'California', 'description': 'state of the United States of America', 'geonameId': '5332921', 'adminLevel': '4'}, {'id': '52', 'wikidataId': 'Q108111', 'name': 'Riverside County', 'description': 'county in California, United States', 'geonameId': '5387890', 'adminLevel': '6'}]"
nn00882964;39;earthquake;M 3.9 - 17 km ENE of Walker Lake, Nevada;25-08-2024 5:13;1,72456E+12;1,72483E+12;https://earthquake.usgs.gov/earthquakes/eventpage/nn00882964;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882964&format=geojson;12;3;4;green;reviewed;0;237;nn;00882964;,nn00882964,us7000n99l,;,nn,us,;,dyfi,losspager,moment-tensor,origin,phase-data,shakemap,;14;6;1836;5474;ml;Point;42;386738;-118545;17 km ENE of Walker Lake, Nevada;17;ENE of Walker Lake, Nevada;Walker Lake, Nevada;North America;United States of America (the);Hawthorne;rightfully.altering.joking;-420;"[{'id': '9', 'wikidataId': 'Q49', 'name': 'North America', 'description': ""continent on the Earth's northwestern quadrant"", 'geonameId': '6255149', 'adminLevel': '0'}, {'id': '87146', 'wikidataId': '', 'name': 'America/Los_Angeles', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '89086', 'wikidataId': '', 'name': '32-021-94434', 'description': 'FIPS code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86034', 'wikidataId': 'Q30', 'name': 'United States of America (the)', 'description': 'country in North America', 'geonameId': '6252001', 'adminLevel': '2'}, {'id': '3', 'wikidataId': 'Q1227', 'name': 'Nevada', 'description': 'state of the United States of America', 'geonameId': '5509151', 'adminLevel': '4'}, {'id': '126', 'wikidataId': 'Q203022', 'name': 'Mineral County', 'description': 'county in Nevada, United States', 'geonameId': '5508393', 'adminLevel': '6'}, {'id': '79036', 'wikidataId': 'Q1776138', 'name': 'Hawthorne', 'description': 'census-designated place in Nevada, United States', 'geonameId': '5505321', 'adminLevel': '8'}]"
nn00882938;34;earthquake;M 3.4 - 17 km ENE of Walker Lake, Nevada;24-08-2024 14:05;1,72451E+12;1,72643E+12;https://earthquake.usgs.gov/earthquakes/eventpage/nn00882938;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882938&format=geojson;0;0;3;green;reviewed;0;178;nn;00882938;,nn00882938,us7000n976,;,nn,us,;,moment-tensor,origin,phase-data,shakemap,;16;62;1843;4089;ml;Point;57;386698;-118546;17 km ENE of Walker Lake, Nevada;17;ENE of Walker Lake, Nevada;Walker Lake, Nevada;North America;United States of America (the);Hawthorne;orientation.drilled.pronounced;-420;"[{'id': '9', 'wikidataId': 'Q49', 'name': 'North America', 'description': ""continent on the Earth's northwestern quadrant"", 'geonameId': '6255149', 'adminLevel': '0'}, {'id': '87146', 'wikidataId': '', 'name': 'America/Los_Angeles', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '89086', 'wikidataId': '', 'name': '32-021-94434', 'description': 'FIPS code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86034', 'wikidataId': 'Q30', 'name': 'United States of America (the)', 'description': 'country in North America', 'geonameId': '6252001', 'adminLevel': '2'}, {'id': '3', 'wikidataId': 'Q1227', 'name': 'Nevada', 'description': 'state of the United States of America', 'geonameId': '5509151', 'adminLevel': '4'}, {'id': '126', 'wikidataId': 'Q203022', 'name': 'Mineral County', 'description': 'county in Nevada, United States', 'geonameId': '5508393', 'adminLevel': '6'}, {'id': '79036', 'wikidataId': 'Q1776138', 'name': 'Hawthorne', 'description': 'census-designated place in Nevada, United States', 'geonameId': '5505321', 'adminLevel': '8'}]"
nn00882931;33;earthquake;M 3.3 - 17 km ENE of Walker Lake, Nevada;24-08-2024 13:57;1,72451E+12;1,72643E+12;https://earthquake.usgs.gov/earthquakes/eventpage/nn00882931;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882931&format=geojson;0;0;3;green;reviewed;0;168;nn;00882931;,nn00882931,us7000n974,;,nn,us,;,moment-tensor,origin,phase-data,shakemap,;11;59;1593;4894;ml;Point;53;386825;-118555;17 km ENE of Walker Lake, Nevada;17;ENE of Walker Lake, Nevada;Walker Lake, Nevada;North America;United States of America (the);Hawthorne;thank.chilling.regulating;-420;"[{'id': '9', 'wikidataId': 'Q49', 'name': 'North America', 'description': ""continent on the Earth's northwestern quadrant"", 'geonameId': '6255149', 'adminLevel': '0'}, {'id': '87146', 'wikidataId': '', 'name': 'America/Los_Angeles', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '89086', 'wikidataId': '', 'name': '32-021-94434', 'description': 'FIPS code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86034', 'wikidataId': 'Q30', 'name': 'United States of America (the)', 'description': 'country in North America', 'geonameId': '6252001', 'adminLevel': '2'}, {'id': '3', 'wikidataId': 'Q1227', 'name': 'Nevada', 'description': 'state of the United States of America', 'geonameId': '5509151', 'adminLevel': '4'}, {'id': '126', 'wikidataId': 'Q203022', 'name': 'Mineral County', 'description': 'county in Nevada, United States', 'geonameId': '5508393', 'adminLevel': '6'}, {'id': '79036', 'wikidataId': 'Q1776138', 'name': 'Hawthorne', 'description': 'census-designated place in Nevada, United States', 'geonameId': '5505321', 'adminLevel': '8'}]"
us7000n974;32;earthquake;M 3.2 - 18 km ENE of Walker Lake, Nevada;24-08-2024 13:57;1,72451E+12;1,72451E+12;https://earthquake.usgs.gov/earthquakes/eventpage/us7000n974;https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us7000n974.geojson;0;0;3;green;reviewed;0;158;us;7000n974;,us7000n974,;,us,;,origin,phase-data,shakemap,;22;318;61;70;ml;Point;9426;386833;-118548;18 km ENE of Walker Lake, Nevada;18;ENE of Walker Lake, Nevada;Walker Lake, Nevada;North America;United States of America (the);Hawthorne;inhabiting.mealtime.despairing;-420;"[{'id': '9', 'wikidataId': 'Q49', 'name': 'North America', 'description': ""continent on the Earth's northwestern quadrant"", 'geonameId': '6255149', 'adminLevel': '0'}, {'id': '87146', 'wikidataId': '', 'name': 'America/Los_Angeles', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '89086', 'wikidataId': '', 'name': '32-021-94434', 'description': 'FIPS code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86034', 'wikidataId': 'Q30', 'name': 'United States of America (the)', 'description': 'country in North America', 'geonameId': '6252001', 'adminLevel': '2'}, {'id': '3', 'wikidataId': 'Q1227', 'name': 'Nevada', 'description': 'state of the United States of America', 'geonameId': '5509151', 'adminLevel': '4'}, {'id': '126', 'wikidataId': 'Q203022', 'name': 'Mineral County', 'description': 'county in Nevada, United States', 'geonameId': '5508393', 'adminLevel': '6'}, {'id': '79036', 'wikidataId': 'Q1776138', 'name': 'Hawthorne', 'description': 'census-designated place in Nevada, United States', 'geonameId': '5505321', 'adminLevel': '8'}]"
nn00882900;33;earthquake;M 3.3 - 17 km E of Walker Lake, Nevada;24-08-2024 4:14;1,72447E+12;1,72485E+12;https://earthquake.usgs.gov/earthquakes/eventpage/nn00882900;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00882900&format=geojson;3;2;3;green;reviewed;0;168;nn;00882900;,nn00882900,us7000n952,;,nn,us,;,dyfi,moment-tensor,origin,phase-data,shakemap,;23;53;1688;4875;ml;Point;67;386669;-118556;17 km E of Walker Lake, Nevada;17;E of Walker Lake, Nevada;Walker Lake, Nevada;North America;United States of America (the);Hawthorne;multiply.embers.preferable;-420;"[{'id': '9', 'wikidataId': 'Q49', 'name': 'North America', 'description': ""continent on the Earth's northwestern quadrant"", 'geonameId': '6255149', 'adminLevel': '0'}, {'id': '87146', 'wikidataId': '', 'name': 'America/Los_Angeles', 'description': 'time zone', 'geonameId': '0', 'adminLevel': '0'}, {'id': '89086', 'wikidataId': '', 'name': '32-021-94434', 'description': 'FIPS code', 'geonameId': '0', 'adminLevel': '0'}, {'id': '86034', 'wikidataId': 'Q30', 'name': 'United States of America (the)', 'description': 'country in North America', 'geonameId': '6252001', 'adminLevel': '2'}, {'id': '3', 'wikidataId': 'Q1227', 'name': 'Nevada', 'description': 'state of the United States of America', 'geonameId': '5509151', 'adminLevel': '4'}, {'id': '126', 'wikidataId': 'Q203022', 'name': 'Mineral County', 'description': 'county in Nevada, United States', 'geonameId': '5508393', 'adminLevel': '6'}, {'id': '79036', 'wikidataId': 'Q1776138', 'name': 'Hawthorne', 'description': 'census-designated place in Nevada, United States', 'geonameId': '5505321', 'adminLevel': '8'}]"
